asin,userID,rating,Unnamed: 0.1,category,ratingCount,ratingAvg,pants,jeans,shirt,t-shirt,jacket,coat,hoodies,sweatshirts,blazer,sneaker,boot,oxford,blouseClean,skirtClean,tie
B016HHOKAU,AOR0V6GANYIZP,3,1187266,womenclothingtops tees blousesknits teeskoloa surf ladies colorful tie dye v shirt colorfully cool these groovy tees surefire way stand out crowd starting prepared dye blanks ensures vibrant standard after washing koloa surf logo inside5 ounce cottonside seamed contoured body feminine fitthe tie dye process infuses each garment unique allow slight variation adult sizes 4xl,314,4.372611464968153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B014KRZGMK,A1CSGEIN7Q20K,5,1143184,menclothingpantscasual45 hempdrawstring closureelasticated waist drawstring elastic ankles plain hemp summer ninja harem trousers bit heavy more durable than normal holds shape easilythe measurements given description kathmandu nepal,2,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0166NXLRS,ASW1RX6HS7SAZ,5,1180097,boysclothingsleepwear robespajama sets100 cottonimportedmachine coldtwo pairs pajamas set sleeves pantssublimated graphics fabricribbed knit collar cuffs double stitched hems elastic waistthis garment flame resistant child safety garment should snugfeatures elf shelf christmas holiday images,8,3.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B00O850R42,A1QUWH4OGMU7DH,5,858275,womenclothingtops tees blousesblouses button shirts,851,3.981198589894242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B006CBAALK,A2U5F7AVPWSFLV,4,252680,womenshoesboots,618,4.1877022653721685,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B006Q09OMI,A1DVAGCU208FEV,5,262750,menclothingjackets coatsfleece,43,4.534883720930233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B004CK739A,A2BP5FUGFHJM1J,5,152209,menclothingpantscasual,2408,3.931478405315615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0045HQQFM,A1L7OMEBUL1M0R,5,144926,menclothingjackets coatslightweight jacketsdenim100 cottonmachine wash12 ounce sandstone ducktwo button adjustable cuffs button waistbandtwo chest flaps button closurestwo lower welt pocketstriple stitched main seams,93,4.43010752688172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B01B3C2LG4,A2C58Z7SA2G2N1,3,1292394,womenshoesfashion sneakers100 canvasimportedrubber soleon ergonomic anatomicush midsole technologyaverage wide fitapma seal acceptance footwear found promote good foot healthsoft canvas uppers treated scotchgard water repellencecotton twill lined uppers breathable leather footbeds,71,4.014084507042254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B009L51T8C,A3TQUZYCVPGY7K,4,356744,menshoesfashion sneakers100 leatherimportedsynthetic solecomposite safety toestatic dissipating100 percent non metallic,13,3.3076923076923075,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00BOS1YIE,A1IF4SSWIUALSB,4,429430,menshoesbootswestern100 leatherimportedleather soleshaft archheel boot opening around,67,4.253731343283582,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00ES6FINQ,A9WL2J12SUXV2,5,540532,menclothingactiveactive sweatshirts,311,4.363344051446945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B004R1I492,A21HQGO1OEVR61,3,170727,novelty moreclothingnoveltymenshirtst shirts,516,4.494186046511628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
B00MY66BEC,AVXGU7LV75GT2,5,819362,novelty moreclothingnoveltywomenhoodies,142,4.73943661971831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B00ZB67SWQ,A2KIDFELYDA4Q0,5,1065685,novelty moreclothingnoveltywomensweatshirts,141,4.191489361702128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B001OGLGW0,A2AE2CWUKASGZS,4,74430,menclothingsuits sport coatssuits,116,4.379310344827586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B00SNAZ53G,A3LZ3AL5VEPK60,5,947864,novelty moreclothingnoveltywomentops teest shirts,677,3.96602658788774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B0036ZAAKQ,A3N2GW5IMO0A2,4,113803,womenclothingcoats jackets vests57 polyesterstudded detailfull skirt,15,4.333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B0182UL2VU,A2YBADAC19NIC6,2,1226911,novelty moreclothingnoveltymensweatshirts,61,4.245901639344262,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B00D3YQGGC,A1I5WOKKHNG8BQ,5,481743,womenclothingsuiting blazersblazers,762,3.29002624671916,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B0075M6G7M,A1XQORZY8U4FSL,4,276891,menuniforms work safetyclothingfood servicechef jackets,196,4.63265306122449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B00DH0MRAQ,A1HO46Y9G7M303,4,493582,womenclothingtops tees blousestunics,10,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B00J8JVC10,A302ZSLFPU83B3,5,695658,menclothingsockscasual socks91 acrylic nylon poly elastanemachine washableadvanced insulating yarn specially developed advanced fibres provide performance insulation against superior moisture breathing abilities extra looped pile innovative knitting technology produces unique extra looped cushion pile hold more warm air increasing thermal tog rating expert brushed inner finally expert brushing process maximizes amount warm air held inside each sock total warmth comfort over warmer than basic sock basic sock usually tog rated tog any ordinary thermal sock only heat holders reach tog choose over mens heat holders range also available sizes well,145,4.468965517241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B00R3FLMC0,A1RZTNEUKAF7VA,5,921052,womenclothingactiveactive hoodies,27,3.925925925925926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B01G5YSJUC,A1OAQ15HIX3LY3,5,1416909,womenclothingskirtscasual,57,4.614035087719298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B012E3W4VS,A2CXXCZTUKIGCI,5,1108833,menshoesoxfords,22,4.227272727272728,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B0047Y1SI8,A2KN1CDCPPQTU1,1,147520,womenshoesbootsknee highsheepskinshaft archfit true sizefeatures item include acrylic winter,456,4.506578947368421,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B017ENDKSO,A33UHXIRTZCW6G,1,1209033,novelty moreclothingnoveltymenshirtst shirts100 ganrantee4 days time diliveryshort round neckfully washable hand washoccasion outdoor indoor sports running climbing walking party concert,4,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B01CHBWDUY,A1CFSPO9YYLQUA,5,1326177,novelty moreclothingnoveltywomentops teest shirts,2,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B003UVBQZO,ADR2LOVIAGPNG,5,132838,womenshoesfashion sneakerssynthetic meshimportedrubber soleinjected phylon cushiony feellighter than evervisible air unit,50,4.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00F936IIG,A1K2SIUPRIDUZ9,1,555142,menclothingjackets coatsleather faux leather,7,2.571428571428572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B002O3RSGK,A3MOG42BKMJZZ,4,100483,womenclothingsuiting blazersblazers,1257,3.729514717581544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B00R7AJ2RS,A3JB0QQHKLQBJK,5,923466,novelty moreclothingnoveltywomensweatshirtsslouchy oversized off sweatshirt womenthe age printing technologydesigned usaour sweatshirts make anyone,4,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B00GTJIHME,A2GKRZIPRRALMT,3,606236,womenclothingpantscasual,211,4.450236966824645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B00NEXMD28,A33KH0101SWHCK,4,832502,womenclothingdressescocktailsweetheart neckline ruched bust definitionfull circle flared skirtfully linedconcealed side zipperplease see sizing measurements description below before buying,36,3.8055555555555554,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B006PMQPLK,AW9AUGPFKLIUX,1,262695,menaccessorieshats capsbalaclavasimportedcool skull designs add some flair any outfitsdimension 47x25cm 9 w microfiber stretchy quick drying anyone multi use capabilitiesideal casual wear running hiking biking riding skiing snowboarding hunting working out yoga game football other outdoor activities,86,3.930232558139535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B01FREM52E,A37QIV7YMCY46X,4,1406565,womenclothingsuiting blazersblazers,788,3.8616751269035534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B009WQJVGM,A1GMD3GXU9WX77,5,363742,menclothingactiveactive shirts tees,314,4.235668789808917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B018TEKAE4,A43U72412GLEN,5,1243195,womenclothingdressescasualtie,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B01DRMXZ6I,A20FQGNABKOB1Q,5,1360134,menclothingjackets coatsactive performanceshells,212,3.825471698113208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B005UF9O6G,AFIBAOX7S0MTR,5,238804,menshoesfashion sneakers,1100,4.327272727272727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00JJ8GC06,ARVFPUFOCXYQO,5,705991,womenclothingcoats jackets vestsquilted lightweight jackets100 polyesterimportedsnap closuremachine wash34 lengthwater resistantquilted coat,8,3.625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B004IZVE6W,ARAK38838IEK4,5,160121,menclothingactiveactive sweatshirts,2440,4.255737704918033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B001CHEQ7S,ABYEIL695N0VT,2,58589,mensurf skate streetshoesfashion sneakers,3998,4.463231615807904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00FGH9AT4,A39HKGVSFU1L15,4,563182,womenclothingsuiting blazersblazersfront zipper closuresoft baby lamb leathernylon liningband collartwo side,27,4.148148148148148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B00BP6BBHY,A2DP1MOXTAEJN1,5,430180,menshoesfashion sneakers,2297,4.364388332607749,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00PGCO6WA,A1O6P5H2F2T95,4,888516,womenshoesbootssuederubber soleside zip closurewedge,4,4.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00Y9LCTOG,A1LTRRGBPEZN4,2,1052617,menclothingpantscasual100 stretch lightweight fabricregular jogger pants slightly tapered legs elasticized cuffssits waistelastic closurecomfortable elastic waist drawstring zip slant patch pocketpre washed shrink,943,3.965005302226935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B01AVQG0OM,A38H1BSWAAL0XU,3,1287343,menshoesoxfords,56,4.107142857142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B00ES6FINQ,A14YOTXACKXO52,5,540532,menclothingactiveactive sweatshirts,311,4.363344051446945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B0037UZASC,A33DH9VW9QSE27,5,114616,menshoesfashion sneakers,2787,4.504843918191604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B006VOV4SG,A1W10JX90ASQ9V,5,266904,womenclothingtops tees blousesvestsfabric content varies select above see content washslim fitdouble,41,4.121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B0002FHJ66,AUZED5PLOGSYJ,5,1368,menclothingactiveactive sweatshirts100 cottonpull closure8 ounce poly pill resistant air jet yarndouble needle stitchingdouble lined hood dyed match drawcord1x1 rib knit cuffs waistband spandexfront pouch,1961,4.453340132585415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B00C9E0YJ2,A2RKCO6S65RWNK,1,451524,mencontemporary designerclothingjeansjeans menpants jeans skinny regular loose straightdiesel jeansdiesel mens jeansdiesel iakop dsquared jeans timmen zathiny,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B001QV4SDC,A1134GV44SWB4N,4,76950,menshoesfashion sneakers,7646,4.431729008631964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00139IIR4,AXNKCGIH2C73,4,42552,novelty moreclothingnoveltymensweatshirts,1626,4.453874538745388,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B00K9JHTXS,AIDKYT5TKRTKD,4,732135,womenclothingtops tees blousesblouses button shirts,15,2.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B00B1MA3Q2,A301HW2H0R3T7N,5,402589,menshoesbootschukka,601,3.880199667221298,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00PRQ9N6E,A12SGKG7N72OJZ,5,895701,womenshoesoutdoorrain footwear100 syntheticimportedrubber soleshaft archheel boot opening around,120,4.283333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00SAHVA72,A3F81O9N1D2O2T,5,940845,womenuniforms work safetyclothingmedicalscrub jackets,226,4.482300884955753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B00186ZPNW,A38OYNPYULMFU5,3,50610,menshoesoxfords,29,3.7586206896551726,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B000B234K0,AH47VNZRVK4B3,5,5609,menshoesoxfords,793,4.175283732660782,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B00OD9JH6W,AMCDDPWJCQL5C,5,862342,menshoesfashion sneakers,9410,4.417428267800212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B018GR4CQ6,A2GBA6U6K8WE1J,4,1236456,novelty moreclothingnoveltymenaccessoriesneckties,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B00B6A2DWQ,A1HO9AZ632NQ9Q,5,409121,womenclothingskirtsnight out13i long65 viscosewash lowimported,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B00R550YW2,A21EOYP7BTEFLA,3,922108,menshoesoutdoorsnow boots,10,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00J8KVT08,A36T5VDRP7B7F,5,695693,womenclothing91 acrylic nylon elastanemachine washheat holders yarn heat holders specially developed thermal yarn provides performance insulation against superior moisture breathing abilities heat holders loops innovative knitting technology produces unique extra looped cushion pile hold more warm air increasing tog rating heat holders brushing finally expert brushing process maximises amount warm air held inside each sock total warmth comfort heat holders scientifically tested over warmer than basic sock heat holders tog rating being whilst basic sock only tog heat holders ladies comes bunch fabulous can combine warmth comfort into ultimate package,59,4.711864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B010FR8NGA,A3EK3PESQIOWY3,4,1081999,womenclothingcoats jackets vestswool pea coats,7,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B001QV4SDC,A3O7UC5EER3XFK,5,76950,menshoesfashion sneakers,7646,4.431729008631964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B001L95WE8,A2IRE8MRHFPNVO,2,70869,menclothingactiveactive hoodies,1469,4.046970728386658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B01C2AHW24,ATPSPFSZMAI76,5,1315100,womenshoesoxfordssyntheticrubber solepatent leathermanmade materialheel pointed toelisting images were taken off actual product however actual may differ slightly due different monitor display setting,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B00B6ZNKBE,A3A9H32SBK3YEP,2,409616,menshoesoxfords100 leatherimportedrubber solelightly distressed oiled leather upperlace casual moc toe oxford designmemory foam cushioned removable comfort insolerelaxed roomy lightweight shock absorbing flexible midsoleflexible rubber traction outsole,119,4.285714285714286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B01CR9WSIS,A1NQ6PK8NJW0O7,5,1333092,womenplus sizesleep loungenightgowns sleepshirts94 modal spandeximportedmachine washnight shirt features v short sleevessuper jersey knit perfect sleep lounge36 inchsleep shirts women also available small medium large sizesfor other sleepwear choices search amazon shadowline,2,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
B00PLNSDM8,A3TY2RDUIZURGT,4,892974,novelty moreclothingnoveltywomensweatshirts,1,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B010209CO2,A3NDSPKRNQOHV7,5,1076075,womenclothingactivetrack active jackets,9,4.777777777777778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B005BJJ1FK,A2VNG241DMCG33,5,209358,menshoesoutdoorhiking trekkinghiking boots,419,4.696897374701671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B01EVQYOXW,A2ND7PIIJAQMVF,5,1387537,womenclothingtops tees blousestunics,1284,4.059968847352025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B00KA37HMG,A193F9KWW9U83V,5,732342,menclothingactivetrack active jackets,6,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B000N3Q7B0,A2UJ5XTZ7MI6DU,5,21456,menclothingpantsdress,2119,4.459178857951864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B006DD55J4,A2NB3DR6UW8QY4,5,253143,menclothingactivetrack active jackets,1,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B00FBUJ8RK,A2D9W50OED148B,5,558195,womenclothingskirtscasual95 spandexmade usahand gentle washsmall waist hip medium waist hip large waist hip xlarge waist hip,226,4.261061946902655,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B002O3RSGK,A2JKTM937PS3N4,5,100483,womenclothingsuiting blazersblazers,1257,3.729514717581544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B00C3N7DTS,A2476EHQCXIXE7,1,445603,womenclothingtops tees blousesblouses button shirts100 polyesterstraplesssmocked,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B00H9JMLZC,A32CTIXLUWPZTU,5,622282,menshoesfashion sneakers100 leather textileimportedsynthetic soleremovable insole,15,4.666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00PVA4OXS,AYZ00568P8NXN,5,898270,womenclothingactiveactive sweatshirts,127,4.346456692913386,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B00N9PPLTS,AZTS6O0TUMBAT,1,827747,womenclothingsuiting blazerspackage include imitate cowboy leggingmaterial spandex cashmerewaist type mid ankle lengthcolors black bluesize inchs 92cm waist 72cm hip 84cm,14,3.2142857142857144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B00OKSC4XO,A3VCUYLVWR3IC9,4,867281,menshoesoxfords,313,4.178913738019169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B012739F6C,A2IGTASURM4G3Y,5,1105892,womenclothingdressescocktailon sale ready ship arrival off scallop detail hemadjustable straps lace lined lycracenter tieinvisible side seam zipper package include lace dress,173,4.254335260115607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B0014JYTYY,A3UQ3GH8Y63T0T,3,45247,womenclothingpantscasual,1410,3.770212765957447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B013F4ITSC,A32QXY3RHEKR3S,4,1120323,womenshoesoxfordssyntheticmedium widthrubber sole1 platformoxford,2,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B00P2O9WVM,A17DKAG2TUNUC4,5,880136,womenclothingcoats jackets vestsfur faux fur,158,4.348101265822785,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B004QHT2HK,ALZWX4X3JGFDB,5,170028,womenshoesbootsmid calf,308,3.9740259740259742,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00DO22E6O,AD9ZADEZP0AXK,5,499359,womenuniforms work safetyclothingmedicalscrub jackets,100,4.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B0182PDCDQ,A1BXVDO1FR3T0H,3,1226677,novelty moreclothingnoveltywomentops teest shirts,37,3.5675675675675675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B00G2723KK,A80KFPCXKV4BQ,3,581135,womenuniforms work safetyclothingfood servicechef jackets,107,4.205607476635514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B00B09DF34,A4B9HKIAT5SNB,5,400858,menshoesoxfords100 leatherimportedsynthetic padded collar tonguedual density eva outsole flex groovesmade walking casual urban lace delivers comfort,59,3.8983050847457625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B000K7EOC8,A2CWJW76X1NX01,4,17877,menshoesfashion sneakers,1144,4.464160839160839,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B000WTOCS0,A3SLPRP5RJZ18E,5,33512,menclothingpantsdress,12074,4.405250952459831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B00NVQENQ2,AHNNZJHL8SJC9,5,848211,menshoesfashion sneakers,72,4.208333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00TZKPJHK,A8SLFLC6ZA5QP,4,973283,womenclothingskirtscasual92 rayon spandexmade usaour tie dyes colourfast require extra precautionsmachine washable recommended hand stretchable waistbandapp measurements before stretch small waist hip possible fitted range medium waist hip large waist hip possible fitted range xlarge waist hip possible fitted range 2xl waist hip possible fitted range 3xl waist hip possible fitted range,49,4.448979591836735,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B000WTOCS0,A22N9TJT0D9PB,4,33512,menclothingpantsdress,12074,4.405250952459831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B005A8PZW0,A21WKMR73ZJOPC,3,205725,womenshoesbootsankle bootie,22,3.772727272727273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00HJ8VWFS,A2SORM6XNEX3B,5,630803,menclothingpantscasualimportedhigh low price best services7 working days arrival,3,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B00LLS5JTM,A34PO764M8TTAL,4,778006,womenshoesfashion sneakers,1279,4.329163408913214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B0002NYVV4,A2KUHO06HMR29K,4,1559,menclothingactiveactive sweatshirtscotton polyester8 ounce poly nublend pill resistant fleecehigh stitch density smooth printing canvascoverseamed armholes waistband1x1 rib knit collar cuffs waistband spandexash formerly birch,853,4.384525205158265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B00KS55JN0,A31ZFYNSWQ584G,5,750871,womenclothingtops tees blousesblouses button shirts,98,3.724489795918368,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B00QXU47EQ,A3DQMWWWZC3G07,5,918705,menshoesfashion sneakers,126,4.373015873015873,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B005EVKV18,A25905LRDD86DG,4,216003,menclothingjackets coatswool blends60 wool rayondry onlybutton frontattached scarf can removedsleeve tabsdouble entry pocketsinsulated body,13,4.153846153846154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B01B5D79ZO,A28C482R05DBXG,5,1294076,novelty moreclothingnoveltywomentops teest shirtsfind perfect christmas everyone list signaturetshirts makes best stocking stuffer shirts range funny shirt ugly christmas sweater gentlemen shop here get mom let wife know appreciate her couples shirts matching christmas sweaters theres need shop anywhere else christmas signaturetshirts stop shop women men christmas family any christmas clothing get funny christmas shirt christmas jumper always wanted christmas party thats coming just recently added signaturetshirt inventory hot off sweatshirts signaturetshirts ventanilla nica para toda comunidad hispana ven y obtener regalo navidad para las mujeres regalo navidad para los hombres regalo navidad para hijo para regalo hija regalo navidad para mam regalo navidad para pap regalo navidad para esposo o regalo navidad para esposa tenemos todo desde camisa divertida suter feo navidad,10,3.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B00KOC7ZE8,A1W8IHOJ9HPTZ2,5,747180,womenclothingskirts,66,4.484848484848484,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B018F4V6MI,A23K0KEBF8CQC4,4,1235419,womenclothingsuiting blazersblazers,974,3.090349075975359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B001QV4SDC,A2PZ4Q8IVN8NQC,5,76950,menshoesfashion sneakers,7646,4.431729008631964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00N3QBP2K,AYF46C77A84TG,5,823863,womenshoesboots,1083,4.427516158818098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00ZTSOFYU,A2RK8FC90A4Z6H,3,1071937,luggage travel gearbackpackskids backpacksthe adjustable straps can adjusted personalized padded straps make bag wearpokemon backpack officially licensed cool backpack schoolthis bag has three main compartments zipper easy secure access belongings side mesh pouch keep small necessities organizedin poly canvas detailed embossed graphicsapproximately dimensions h w d,65,4.307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B00O8SCQB6,ANO2UUB1GG4NV,5,858899,menclothingpantscasual,413,4.397094430992736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B01EVQYOXW,A13HARE7KBF0QI,5,1387537,womenclothingtops tees blousestunics,1284,4.059968847352025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B00CX5SFUW,A2Y0JJ7WMF5BXX,4,476573,womenshoesoxfordsnylon meshclassic performance athletic oxfordnylon mesh sueded inside heel counterremovable f2a dual density polyurethane cushion insert shock eliminator heel cushiondual density rubber bottom lightweight injected eva cushion midsole100 non,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B00B56G9RQ,AE8M905520CQR,2,407414,womenshoesboots100 manmadesynthetic fashionable comfort everyday wearrubber solevolatile shoes trusted brandmade breathable materials,88,4.306818181818182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00IY8440W,A1VOLWRVNRNW2H,5,685509,womenuniforms work safetyclothingmedicalscrub jackets,565,4.587610619469027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B01AB4DR68,A1M27FJPQGSOGB,2,1274919,menshoesboots,14,4.285714285714286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B000WTOCS0,A3NQ4C02A00YWY,5,33512,menclothingpantsdress,12074,4.405250952459831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B018MVPSA0,A1MVNCGHOJ6347,5,1240172,novelty moreclothingnoveltywomentops teest shirtsall women shirts pre shrunk light gray poly blend which both provide fitavailable popular sizes plethora give utmost selectionexclusive haase unlimited latest apparel printing technology ensure years wearproudly designed shipped united statesfor best results maximize durability inside out tumble low heat,11,4.545454545454546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B00HWYTUCG,A3IJVQ22W7AMRJ,5,643952,menshoesoxfords100 leatherimportedsynthetic sheepskin upper linings genuine leather socklining,29,3.965517241379312,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B00L8FYV9W,A3R7WC3GBM5L0G,3,766499,womenclothingskirts,3,3.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B008H699N8,A3KY2P0R6OAB8D,5,320836,menshoesboots100 leatherimportedrubber solemid cut boot duck inspired toemetallic pony logodual zippers adjustable hook loop,125,4.272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00VTV63PA,A2TG4UGMSNW1D8,3,1009926,novelty moreclothingnoveltymenshirtst shirts,1971,4.3749365804160325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
B00ENRM1QW,A1QH6K4TSQY3RB,5,536456,menshoesfashion sneakers,756,4.119047619047619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00V5CI81K,A1AZZMSN2V7NTE,5,996011,womenclothingsuiting blazersblazersplaid blazerwomen blazer100 polyestermade china,32,4.1875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B000B234K0,A1GA85B37GFGH4,1,5609,menshoesoxfords,793,4.175283732660782,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B019NH5I2K,AGX33KMU0HWVU,1,1261376,menshoesfashion sneakers,156,4.301282051282051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00L19S7UE,A3HLR4P9IM4TB5,5,759517,womenshoesbootsknee high100 syntheticimportedsynthetic soleshaft archheel boot opening around,659,4.168437025796662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
